PartyId,PartyAge,n_accounts_named_on,associated_portfolio_total,any_owner_70plus,any_owner_80plus,n_advisory_accts,in_client_household,conversion_probability,priority_tier,primary_role,roles_held,rank
1960486,57.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96630615,Very High,Contingent Beneficiary,Contingent Beneficiary,204
4471877,57.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96630615,Very High,Trusted Contact,Trusted Contact,205
11016266,57.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96630615,Very High,,,206
10844740,57.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96630615,Very High,,,207
10849995,57.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96630615,Very High,,,208
18582586,57.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96630615,Very High,Trusted Contact,Trusted Contact,209
2075511,57.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96630615,Very High,Primary Beneficiary,Primary Beneficiary,210
2075512,57.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96630615,Very High,Primary Beneficiary,Primary Beneficiary,211
2075522,57.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96630615,Very High,Primary Beneficiary,Primary Beneficiary,212
2312997,57.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96630615,Very High,Primary Beneficiary,Primary Beneficiary,213
5681376,57.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96630615,Very High,Trusted Contact,Trusted Contact,214
23207692,57.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96630615,Very High,,,215
23207689,57.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96630615,Very High,,,216
22918871,57.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96630615,Very High,,,217
2075523,57.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96630615,Very High,Primary Beneficiary,Primary Beneficiary,218
11020256,57.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96630615,Very High,,,219
2202417,57.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96630615,Very High,Primary Beneficiary,Primary Beneficiary,220
1163105,57.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96630615,Very High,Primary Beneficiary,Primary Beneficiary,221
23180701,57.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96630615,Very High,Primary Beneficiary,Primary Beneficiary,222
2136193,57.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96630615,Very High,Primary Beneficiary,Primary Beneficiary,223
23046325,57.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96630615,Very High,Trusted Contact,Trusted Contact,224
10842337,57.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96630615,Very High,,,225
10964619,57.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96630615,Very High,,,226
5793457,57.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96630615,Very High,Primary Beneficiary,Primary Beneficiary,227
20236231,57.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96630615,Very High,Trusted Contact,Trusted Contact,228
11440926,57.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96630615,Very High,Trusted Contact,Trusted Contact,229
10922365,57.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96630615,Very High,,,230
91898,57.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96630615,Very High,Contingent Beneficiary,Contingent Beneficiary,231
10931009,57.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96630615,Very High,,,232
32673587,70.0,5.0,2162777.9,0.0,0.0,3.0,0.0,0.9654641,Very High,Additional Grantor,Additional Grantor,233
25526574,69.0,2.0,668560.66,0.0,0.0,1.0,0.0,0.96490353,Very High,Additional Grantor,Additional Grantor,234
35826126,71.0,2.0,5463172.98,0.0,0.0,2.0,0.0,0.96419996,Very High,Additional Grantor,Additional Grantor,235
34780440,70.0,2.0,1746361.28,0.0,0.0,1.0,0.0,0.96419996,Very High,Additional Grantor,Additional Grantor,236
27190028,57.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9639336,Very High,Additional Grantor,Additional Grantor,237
25632926,88.0,1.0,156882.49,0.0,0.0,0.0,0.0,0.96351653,Very High,Additional Grantor,Additional Grantor,238
36213014,39.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9631844,Very High,Responsible Party,Responsible Party,239
32154565,87.0,1.0,1487650.13,0.0,0.0,0.0,0.0,0.96260434,Very High,Additional Grantor,Additional Grantor,240
32154576,87.0,1.0,1487650.13,0.0,0.0,0.0,0.0,0.96260434,Very High,Additional Grantor,Additional Grantor,241
27517918,38.0,3.0,1266751.18,0.0,0.0,2.0,0.0,0.96159,Very High,Additional Grantor,Additional Grantor,242
6170517,20.0,2.0,12526.94,0.0,0.0,0.0,1.0,0.9605224,Very High,Minor,Minor,243
23326487,82.0,1.0,112875.0,0.0,0.0,0.0,0.0,0.95967793,Very High,Additional Grantor,Additional Grantor,244
27255497,63.0,1.0,78319.58,0.0,0.0,0.0,0.0,0.95893216,Very High,Additional Grantor,Additional Grantor,245
33250134,59.0,1.0,89279.32,0.0,0.0,0.0,0.0,0.9582081,Very High,Additional Grantor,Additional Grantor,246
28998606,59.0,1.0,758603.36,0.0,0.0,1.0,0.0,0.9582081,Very High,Additional Grantor,Additional Grantor,247
27324282,62.0,1.0,3193911.63,0.0,0.0,1.0,0.0,0.95741075,Very High,Additional Grantor,Additional Grantor,248
24446185,65.0,1.0,257341.54,0.0,0.0,0.0,0.0,0.95741075,Very High,Additional Grantor,Additional Grantor,249
27324288,62.0,1.0,616732.5,0.0,0.0,0.0,0.0,0.95741075,Very High,Additional Grantor,Additional Grantor,250
23307735,58.0,1.0,1026566.1,0.0,0.0,0.0,0.0,0.9573018,Very High,Additional Grantor,Additional Grantor,251
27150651,58.0,1.0,3325082.3,0.0,0.0,0.0,0.0,0.9573018,Very High,Additional Grantor,Additional Grantor,252
24528213,58.0,1.0,279718.13,0.0,0.0,0.0,0.0,0.9573018,Very High,Additional Grantor,Additional Grantor,253
23623748,58.0,1.0,1534079.74,0.0,0.0,0.0,0.0,0.9573018,Very High,Additional Grantor,Additional Grantor,254
30744769,81.0,1.0,479436.55,0.0,0.0,1.0,0.0,0.9557566,Very High,Additional Grantor,Additional Grantor,255
24175625,51.0,1.0,641320.43,0.0,0.0,0.0,0.0,0.9555013,Very High,Additional Grantor,Additional Grantor,256
28675127,75.0,1.0,304364.59,0.0,0.0,0.0,0.0,0.95519984,Very High,Additional Grantor,Additional Grantor,257
24580061,46.0,1.0,205847.4,0.0,0.0,1.0,0.0,0.9551567,Very High,Additional Grantor,Additional Grantor,258
28594771,52.0,1.0,107079.61,0.0,0.0,0.0,0.0,0.9547697,Very High,Additional Grantor,Additional Grantor,259
30640988,52.0,1.0,737236.08,0.0,0.0,1.0,0.0,0.9547697,Very High,Additional Grantor,Additional Grantor,260
35333243,68.0,1.0,63175.32,0.0,0.0,0.0,0.0,0.9518246,Very High,Additional Grantor,Additional Grantor,261
568326,74.0,0.0,0.0,0.0,0.0,0.0,1.0,0.95179075,Very High,Primary Beneficiary,Primary Beneficiary,262
2997141,74.0,0.0,0.0,0.0,0.0,0.0,1.0,0.95179075,Very High,Primary Beneficiary,Primary Beneficiary,263
16297480,74.0,0.0,0.0,0.0,0.0,0.0,1.0,0.95179075,Very High,,,264
5793045,74.0,0.0,0.0,0.0,0.0,0.0,1.0,0.95179075,Very High,Primary Beneficiary,Primary Beneficiary,265
17894240,74.0,0.0,0.0,0.0,0.0,0.0,1.0,0.95179075,Very High,,,266
2081015,74.0,0.0,0.0,0.0,0.0,0.0,1.0,0.95179075,Very High,Primary Beneficiary,Primary Beneficiary,267
5795998,74.0,0.0,0.0,0.0,0.0,0.0,1.0,0.95179075,Very High,Primary Beneficiary,Primary Beneficiary,268
6050779,74.0,0.0,0.0,0.0,0.0,0.0,1.0,0.95179075,Very High,Transfer on Death (TOD) Bene Primary,Transfer on Death (TOD) Bene Primary,269
1560321,74.0,0.0,0.0,0.0,0.0,0.0,1.0,0.95179075,Very High,Primary Beneficiary,Primary Beneficiary,270
3025135,74.0,0.0,0.0,0.0,0.0,0.0,1.0,0.95179075,Very High,Primary Beneficiary,Primary Beneficiary,271
6102889,74.0,0.0,0.0,0.0,0.0,0.0,1.0,0.95179075,Very High,Transfer on Death (TOD) Bene Contingent,Transfer on Death (TOD) Bene Contingent,272
16830330,74.0,0.0,0.0,0.0,0.0,0.0,1.0,0.95179075,Very High,Primary Beneficiary,"Primary Beneficiary, Transfer on Death (TOD) Bene Primary",273
10999636,74.0,0.0,0.0,0.0,0.0,0.0,1.0,0.95179075,Very High,,,274
3567902,74.0,0.0,0.0,0.0,0.0,0.0,1.0,0.95179075,Very High,Primary Beneficiary,Primary Beneficiary,275
3227098,74.0,0.0,0.0,0.0,0.0,0.0,1.0,0.95179075,Very High,Primary Beneficiary,Primary Beneficiary,276
321771,74.0,0.0,0.0,0.0,0.0,0.0,1.0,0.95179075,Very High,Primary Beneficiary,Primary Beneficiary,277
1768867,74.0,0.0,0.0,0.0,0.0,0.0,1.0,0.95179075,Very High,Transfer on Death (TOD) Bene Contingent,Transfer on Death (TOD) Bene Contingent,278
175111,74.0,0.0,0.0,0.0,0.0,0.0,1.0,0.95179075,Very High,Primary Beneficiary,Primary Beneficiary,279
1271212,74.0,0.0,0.0,0.0,0.0,0.0,1.0,0.95179075,Very High,Primary Beneficiary,"Primary Beneficiary, Transfer on Death (TOD) Bene Primary",280
25350284,74.0,0.0,0.0,0.0,0.0,0.0,1.0,0.95179075,Very High,,,281
861720,74.0,0.0,0.0,0.0,0.0,0.0,1.0,0.95179075,Very High,Primary Beneficiary,Primary Beneficiary,282
24887746,72.0,1.0,4612390.24,0.0,0.0,1.0,0.0,0.95090014,Very High,Additional Grantor,Additional Grantor,283
25020993,73.0,1.0,10625102.12,0.0,0.0,1.0,0.0,0.95090014,Very High,Additional Grantor,Additional Grantor,284
25020994,73.0,1.0,397283.45,0.0,0.0,0.0,0.0,0.95090014,Very High,Additional Grantor,Additional Grantor,285
35049457,69.0,1.0,1831694.97,0.0,0.0,0.0,0.0,0.95036566,Very High,Additional Grantor,Additional Grantor,286
23382197,69.0,1.0,250350.59,0.0,0.0,0.0,0.0,0.95036566,Very High,Additional Grantor,Additional Grantor,287
25526573,69.0,1.0,396025.95,0.0,0.0,1.0,0.0,0.95036566,Very High,Additional Grantor,Additional Grantor,288
30300609,69.0,1.0,1122932.79,0.0,0.0,1.0,0.0,0.95036566,Very High,Additional Grantor,Additional Grantor,289
30970632,68.0,1.0,9401933.69,0.0,0.0,1.0,0.0,0.9500536,Very High,Additional Grantor,Additional Grantor,290
14727777,73.0,0.0,0.0,0.0,0.0,0.0,1.0,0.94995403,Very High,,,291
10995863,73.0,0.0,0.0,0.0,0.0,0.0,1.0,0.94995403,Very High,,,292
2999822,73.0,0.0,0.0,0.0,0.0,0.0,1.0,0.94995403,Very High,Primary Beneficiary,"Primary Beneficiary, Transfer on Death (TOD) Bene Primary",293
1255585,73.0,0.0,0.0,0.0,0.0,0.0,1.0,0.94995403,Very High,Primary Beneficiary,Primary Beneficiary,294
3550875,73.0,0.0,0.0,0.0,0.0,0.0,1.0,0.94995403,Very High,Primary Beneficiary,Primary Beneficiary,295
6234379,73.0,0.0,0.0,0.0,0.0,0.0,1.0,0.94995403,Very High,Primary Beneficiary,Primary Beneficiary,296
10754404,73.0,0.0,0.0,0.0,0.0,0.0,1.0,0.94995403,Very High,,,297
6150184,73.0,0.0,0.0,0.0,0.0,0.0,1.0,0.94995403,Very High,Transfer on Death (TOD) Bene Primary,Transfer on Death (TOD) Bene Primary,298
769747,73.0,0.0,0.0,0.0,0.0,0.0,1.0,0.94995403,Very High,Primary Beneficiary,Primary Beneficiary,299
1415463,73.0,0.0,0.0,0.0,0.0,0.0,1.0,0.94995403,Very High,Primary Beneficiary,Primary Beneficiary,300
782969,73.0,0.0,0.0,0.0,0.0,0.0,1.0,0.94995403,Very High,Primary Beneficiary,Primary Beneficiary,301
2456602,73.0,0.0,0.0,0.0,0.0,0.0,1.0,0.94995403,Very High,Transfer on Death (TOD) Bene Primary,Transfer on Death (TOD) Bene Primary,302
10996128,73.0,0.0,0.0,0.0,0.0,0.0,1.0,0.94995403,Very High,,,303
1873294,73.0,0.0,0.0,0.0,0.0,0.0,1.0,0.94995403,Very High,Primary Beneficiary,"Primary Beneficiary, Transfer on Death (TOD) Bene Primary",304
11010564,73.0,0.0,0.0,0.0,0.0,0.0,1.0,0.94995403,Very High,,,305
10898352,73.0,0.0,0.0,0.0,0.0,0.0,1.0,0.94995403,Very High,,,306
5596683,73.0,0.0,0.0,0.0,0.0,0.0,1.0,0.94995403,Very High,Primary Beneficiary,Primary Beneficiary,307
2441073,73.0,0.0,0.0,0.0,0.0,0.0,1.0,0.94995403,Very High,Primary Beneficiary,Primary Beneficiary,308
171342,73.0,0.0,0.0,0.0,0.0,0.0,1.0,0.94995403,Very High,Primary Beneficiary,Primary Beneficiary,309
27261924,70.0,1.0,555184.62,0.0,0.0,0.0,0.0,0.94938594,Very High,Additional Grantor,Additional Grantor,310
25771541,70.0,1.0,1206714.49,0.0,0.0,1.0,0.0,0.94938594,Very High,Additional Grantor,Additional Grantor,311
36292841,73.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9492088,Very High,Additional Grantor,Additional Grantor,312
3823477,72.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Primary Beneficiary,Primary Beneficiary,313
36197304,72.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,,,314
2141255,71.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Primary Beneficiary,Primary Beneficiary,315
5489298,72.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Primary Beneficiary,Primary Beneficiary,316
1612367,70.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Transfer on Death (TOD) Bene Primary,Transfer on Death (TOD) Bene Primary,317
10937623,72.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,,,318
2046587,70.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Primary Beneficiary,Primary Beneficiary,319
10996211,72.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,,,320
6250668,71.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Primary Beneficiary,Primary Beneficiary,321
18092610,71.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Primary Beneficiary,Primary Beneficiary,322
10830301,71.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,,,323
3287315,72.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Primary Beneficiary,Primary Beneficiary,324
16417312,71.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Primary Beneficiary,Primary Beneficiary,325
2155073,71.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Primary Beneficiary,"Primary Beneficiary, Transfer on Death (TOD) Bene Primary",326
18101393,72.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,,,327
1209015,70.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Transfer on Death (TOD) Bene Primary,Transfer on Death (TOD) Bene Primary,328
5927385,72.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Transfer on Death (TOD) Bene Primary,Transfer on Death (TOD) Bene Primary,329
3435465,70.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Primary Beneficiary,Primary Beneficiary,330
174392,70.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Trusted Contact,"Primary Beneficiary, Transfer on Death (TOD) Bene Primary, Trusted Contact",331
11989718,70.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,,,332
20330029,70.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Trusted Contact,Trusted Contact,333
89635,72.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Primary Beneficiary,Primary Beneficiary,334
921227,71.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Transfer on Death (TOD) Bene Primary,Transfer on Death (TOD) Bene Primary,335
2372012,70.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Trusted Contact,"Primary Beneficiary, Trusted Contact",336
2432521,70.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Primary Beneficiary,Primary Beneficiary,337
4768,71.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Primary Beneficiary,Primary Beneficiary,338
10872531,71.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,,,339
6142072,72.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Primary Beneficiary,Primary Beneficiary,340
1736705,71.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Primary Beneficiary,Primary Beneficiary,341
32530688,70.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,,,342
3484391,70.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Primary Beneficiary,Primary Beneficiary,343
10912542,70.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,,,344
22386,71.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Primary Beneficiary,Primary Beneficiary,345
10761300,70.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,,,346
920780,72.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Transfer on Death (TOD) Bene Primary,Transfer on Death (TOD) Bene Primary,347
4690550,71.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Primary Beneficiary,Primary Beneficiary,348
18888173,72.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Trusted Contact,Trusted Contact,349
18918540,71.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Primary Beneficiary,Primary Beneficiary,350
4333749,70.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Primary Beneficiary,Primary Beneficiary,351
11413863,71.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,,,352
823395,72.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Primary Beneficiary,Primary Beneficiary,353
3597140,71.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,,,354
6250680,72.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Primary Beneficiary,Primary Beneficiary,355
67750,70.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Primary Beneficiary,Primary Beneficiary,356
2303723,72.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Primary Beneficiary,Primary Beneficiary,357
12280690,72.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,,,358
14201081,71.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Primary Beneficiary,Primary Beneficiary,359
6067529,70.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Primary Beneficiary,Primary Beneficiary,360
6032000,70.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Primary Beneficiary,Primary Beneficiary,361
18781205,72.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Primary Beneficiary,Primary Beneficiary,362
4227530,70.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Primary Beneficiary,Primary Beneficiary,363
18583966,71.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,,,364
10772927,70.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,,,365
6057298,70.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Primary Beneficiary,Primary Beneficiary,366
10939652,72.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,,,367
15410056,72.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,,,368
12706637,70.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Trusted Contact,Trusted Contact,369
790593,72.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Primary Beneficiary,Primary Beneficiary,370
14061851,72.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Primary Beneficiary,Primary Beneficiary,371
15316187,71.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,,,372
15622428,72.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,,,373
725292,70.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Trusted Contact,"Primary Beneficiary, Trusted Contact",374
3615173,72.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Primary Beneficiary,Primary Beneficiary,375
11012884,70.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,,,376
150683,70.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9477053,Very High,Transfer on Death (TOD) Bene Primary,Transfer on Death (TOD) Bene Primary,377
10941334,69.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9414274,Very High,,,378
2100199,69.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9414274,Very High,Primary Beneficiary,Primary Beneficiary,379
12005939,69.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9414274,Very High,Trusted Contact,Trusted Contact,380
920782,69.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9414274,Very High,Transfer on Death (TOD) Bene Primary,Transfer on Death (TOD) Bene Primary,381
2497798,69.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9414274,Very High,Primary Beneficiary,Primary Beneficiary,382
12293102,69.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9414274,Very High,,,383
5901577,69.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9414274,Very High,Primary Beneficiary,Primary Beneficiary,384
2682945,69.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9414274,Very High,Primary Beneficiary,Primary Beneficiary,385
5956411,69.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9414274,Very High,Primary Beneficiary,Primary Beneficiary,386
10857186,69.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9414274,Very High,,,387
17501363,69.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9414274,Very High,,,388
3018705,69.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9414274,Very High,Trusted Contact,"Transfer on Death (TOD) Bene Primary, Trusted Contact",389
4747297,69.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9414274,Very High,Primary Beneficiary,Primary Beneficiary,390
1256519,69.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9414274,Very High,Primary Beneficiary,"Primary Beneficiary, Transfer on Death (TOD) Bene Primary",391
13855729,69.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9414274,Very High,Primary Beneficiary,Primary Beneficiary,392
10996360,69.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9414274,Very High,,,393
4710741,69.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9414274,Very High,Primary Beneficiary,Primary Beneficiary,394
4273508,69.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9414274,Very High,Primary Beneficiary,Primary Beneficiary,395
77360,69.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9414274,Very High,Transfer on Death (TOD) Bene Primary,Transfer on Death (TOD) Bene Primary,396
